CustomerID,Austria,Belgium,Finland,France,Germany,Italy,Norway,Portugal,Spain,Switzerland,United Kingdom,balance,max_spent,mean_spent,min_spent,n_orders,total_items,total_items_returned,total_refunded,total_spent,has_returned
12348,0,0,1,0,0,0,0,0,0,0,0,0.38328533988440666,1.2506929608644313,1.431524512796036,0.5135976965836325,-0.13449921137205728,2.2573273506876643,0.17763168441871022,0.2509572190945696,0.3755468282370141,no
12350,0,0,0,0,0,0,1,0,0,0,0,-0.5550808308338822,-0.6362526161902569,-0.5730458275742517,0.022799323183774242,-0.6958403792613107,-0.5222170744191221,0.17763168441871022,0.2509572190945696,-0.5576654042806444,yes
12352,0,0,0,0,0,0,1,0,0,0,0,-0.1486363383703404,0.0972269964215146,-0.37464201394335217,-0.7607746525695792,0.4268419565171962,-0.28171158374371463,-1.0547514856669642,-1.1463160920787008,-0.12208816466527138,no
12354,0,0,0,0,0,0,0,0,1,0,0,-0.34933326253773755,0.12165378883836064,1.0050658096431146,2.112152485433714,-0.6958403792613107,-0.3832398531637829,0.17763168441871022,0.2509572190945696,-0.3530478961731749,yes
12356,0,0,0,0,0,0,0,1,0,0,0,1.1032786424787475,3.917886285893419,5.490953680931506,3.525167390283232,-0.41516979531668396,1.249950546318872,0.17763168441871022,0.2509572190945696,1.091585596767538,no
12358,1,0,0,0,0,0,0,0,0,0,0,-0.5261293959370769,-0.5296050474011345,-0.3509844117181624,0.3167992598743834,-0.6958403792613107,-0.562994821973084,0.17763168441871022,0.2509572190945696,-0.5288729839678404,yes
12360,1,0,0,0,0,0,0,0,0,0,0,0.5103351185543088,1.9610974612721463,3.2169752250331163,2.8982283617889983,-0.41516979531668396,0.27669389806666056,0.17763168441871022,0.2509572190945696,0.5018987911414915,no
12361,0,1,0,0,0,0,0,0,0,0,0,-0.5864016390012571,-0.7516281772105369,-0.8132806564245391,-0.2952614448275227,-0.6958403792613107,-0.5663236176917747,0.17763168441871022,0.2509572190945696,-0.5888141841772592,yes
12362,0,1,0,0,0,0,0,0,0,0,0,0.5998130323640166,0.4669115346195497,0.4177569889362768,-0.7607746525695792,0.707512540461823,0.6149827629786092,-0.017984691785365083,-0.0137966369242999,0.5968282819410573,no
12364,0,1,0,0,0,0,0,0,0,0,0,-0.14984461389880568,0.8565043913802476,2.53517068775634,4.137946726009095,-0.6958403792613107,0.0852881442419418,0.17763168441871022,0.2509572190945696,-0.15465493086010862,yes
12373,1,0,0,0,0,0,0,0,0,0,0,-0.5471654466777757,-0.6070949430286464,-0.5123337620405392,0.10317953401173352,-0.6958403792613107,-0.5222170744191221,0.17763168441871022,0.2509572190945696,-0.5497934950515417,yes
12377,0,0,0,0,0,0,0,0,0,1,0,-0.2264823068539556,0.04646174957259148,0.3912306410979543,0.6940539314887866,-0.41516979531668396,-0.21180687365120868,0.17763168441871022,0.2509572190945696,-0.23087169438956606,no
12379,0,1,0,0,0,0,0,0,0,0,0,-0.33931322491230875,0.16044701094543035,-0.03952347419703309,-0.7607746525695792,-0.41516979531668396,-0.3499518959768753,0.1580700467983027,0.2283137971982189,-0.3425746076690245,yes
12380,0,1,0,0,0,0,0,0,0,0,0,-0.20443193370649745,0.6554226500104258,2.116478572236262,3.5836160468985283,-0.6958403792613107,-0.2717251965876424,0.17763168441871022,0.2509572190945696,-0.2089424320238572,yes
12383,0,1,0,0,0,0,0,0,0,0,0,-0.2083476899744521,-0.3497350305134514,-0.6192298844901843,-0.7607746525695792,0.707512540461823,0.027866418094526158,0.11894677155748765,0.12032209276946952,-0.20990426464158532,no
12384,0,0,0,0,0,0,0,0,0,1,0,-0.4569484142150802,-0.27476505299692616,0.17964306171307806,1.019327625703519,-0.6958403792613107,-0.5263780690674856,0.17763168441871022,0.2509572190945696,-0.4600719759869914,yes
12395,0,1,0,0,0,0,0,0,0,0,0,0.7283017335179263,0.009947074109938907,-0.11775358407050646,-0.7607746525695792,1.83019487624033,1.4767247546546802,0.0993851339370801,0.04426341922018903,0.7233079678760732,no
12399,0,1,0,0,0,0,0,0,0,0,0,-0.36132428323779947,-0.4851540781176727,-0.6453926970575129,-0.4544781405801232,0.14617137257256946,-0.11568789727401295,0.17763168441871022,0.2509572190945696,-0.3649730566775275,no
12401,0,1,0,0,0,0,0,0,0,0,0,-0.614079273666318,-0.8535834846895458,-1.0255718524629511,-0.5763260230868775,-0.6958403792613107,-0.5996115748786823,0.17763168441871022,0.2509572190945696,-0.6163398005545186,yes
12402,0,1,0,0,0,0,0,0,0,0,0,-0.5809761935697536,-0.731642619778572,-0.7716667572011,-0.2401663996573649,-0.6958403792613107,-0.5654914187621021,0.17763168441871022,0.2509572190945696,-0.5834185377851259,yes
12405,0,0,1,0,0,0,0,0,0,0,0,-0.2678231526467591,0.42191023839230973,1.630259361309649,2.9398823452147456,-0.6958403792613107,-0.25050412388098875,0.17763168441871022,0.2509572190945696,-0.2719854772606374,yes
12407,0,1,0,0,0,0,0,0,0,0,0,0.4533705625116538,1.0219790140017186,0.9168121779566908,0.4939551152620981,0.14617137257256946,0.9774053968510659,0.17763168441871022,0.2509572190945696,0.4452471106165521,no
12408,0,1,0,0,0,0,0,0,0,0,0,0.39336303924872107,0.9989328663736509,0.15658118825454928,-0.7607746525695792,0.707512540461823,0.2563050242896797,0.00157694583504245,-0.10878288877668377,0.3936443996865703,no
12410,0,0,0,0,0,0,0,0,0,1,0,-0.4956682718767229,-0.471222117067274,-0.8074975976435683,-0.7607746525695792,-0.13449921137205728,-0.5176399803059224,0.13850840917789514,0.10871008154057174,-0.4953860906346346,no
12413,0,0,0,1,0,0,0,0,0,0,0,-0.24666915744015835,0.362687335354786,-0.17241990727259507,-0.7607746525695792,-0.13449921137205728,-0.3803271569099285,0.1580700467983027,0.13541770736703665,-0.2483541100185699,no
12414,1,0,0,0,0,0,0,0,0,0,0,-0.516287585504567,-0.7246911215413671,-0.8684240987288349,-0.457991447808365,-0.13449921137205728,-0.4801910284706513,0.17763168441871022,0.2509572190945696,-0.5190852292806615,no
12418,0,0,0,0,0,0,0,0,0,1,0,-0.457008696942097,-0.2749871147461701,0.17918068505504006,1.018715458534962,-0.6958403792613107,-0.4344200873386533,0.17763168441871022,0.2509572190945696,-0.4601319276135706,yes
12421,0,0,0,0,0,0,0,0,1,0,0,-0.2333912315676961,-0.3244489556756174,-0.14513968444834038,0.02420996926784101,-0.13449921137205728,-0.0536890770133975,0.17763168441871022,0.2509572190945696,-0.237742672114041,no
12423,0,1,0,0,0,0,0,0,0,0,0,0.331725261368206,-0.08409124926558645,0.06740615380754199,0.273628166509168,0.707512540461823,0.5638025288037387,0.17763168441871022,0.2509572190945696,0.3242699413645283,no
12426,0,0,0,0,1,0,0,0,0,0,0,-0.4983809945924746,-0.4273890587382304,-0.13815042568987884,0.5985824691576971,-0.6958403792613107,-0.4980833054586142,0.17763168441871022,0.2509572190945696,-0.5012769895941618,yes
12427,0,0,0,0,1,0,0,0,0,0,0,-0.4219739485928669,-0.09094619891616368,-0.3012487659796176,-0.7607746525695792,-0.41516979531668396,-0.49309011188057794,0.00157694583504245,-0.4103468203911593,-0.4104450621416652,yes
12428,0,0,1,0,0,0,0,0,0,0,0,4.192217994577324,6.395815416555836,2.5434311472688567,-0.7607746525695792,1.83019487624033,3.7020246925994544,-0.4483407194343308,-0.2049303417519576,4.173792556535779,no
12437,0,0,0,1,0,0,0,0,0,0,0,0.9977445553775472,0.28316026454942705,0.09634088093425486,-0.7607746525695792,1.83019487624033,1.150918873687822,0.07982349631667257,-0.3848003956875841,1.0009022450852598,no
12441,0,0,0,1,0,0,0,0,0,0,0,-0.5914732510350537,-0.7703103287230257,-0.8521806056986229,-0.3467633348778873,-0.6958403792613107,-0.5538406337466845,0.17763168441871022,0.2509572190945696,-0.5938579405872967,yes
12444,0,0,0,0,0,0,1,0,0,0,0,1.1122293169466628,3.9908770173840735,5.5252801219576035,3.414844220123664,-0.41516979531668396,0.1551928543344478,0.17763168441871022,0.2509572190945696,1.1004871100183282,no
12447,0,1,0,0,0,0,0,0,0,0,0,-0.5191497045437949,-0.5038941587821382,-0.29744923605052104,0.3876775716077793,-0.6958403792613107,-0.5259619696026493,0.17763168441871022,0.2509572190945696,-0.5219316282469463,yes
12449,0,1,0,0,0,0,0,0,0,0,0,0.5538173116502709,1.5163463969709592,3.3837323719212438,4.565851576830654,-0.41516979531668396,0.18598421473233734,0.17763168441871022,0.2509572190945696,0.5451421600523566,no
12450,0,0,0,0,0,0,0,0,1,0,0,-0.5803786082758489,-0.8221279551661925,-0.9659855735748969,-0.5052613996065293,-0.41516979531668396,-0.5505118380279936,0.17763168441871022,0.2509572190945696,-0.5828242347042533,no
12453,1,0,0,0,0,0,0,0,0,0,0,-0.44691527164899575,-0.2378062540357856,0.2565986202770023,1.1212135353225348,-0.6958403792613107,-0.40695752265945456,0.17763168441871022,0.2509572190945696,-0.4500939400502349,yes
12456,0,0,0,0,0,0,0,0,0,1,0,0.9048855668786414,2.2148561115061223,2.7832994253482064,-0.7607746525695792,-0.13449921137205728,0.8155427050297276,-0.1549161551282178,-0.06430888577000524,0.9013590856315508,no
12458,0,0,0,0,0,0,0,0,0,1,0,-0.3530603076602486,0.10792457981988046,0.9764788701765782,2.0743045848385617,-0.6958403792613107,-0.24842362655680705,0.17763168441871022,0.2509572190945696,-0.3567544706512492,yes
12461,0,0,0,0,0,0,0,0,0,1,0,-0.4679382174490386,-0.3152478753699833,0.0953497866194168,0.9077268892791371,-0.6958403792613107,-0.4864325204431965,0.17763168441871022,0.2509572190945696,-0.4710014181716362,yes
12462,0,0,0,0,0,0,0,0,1,0,0,-0.16221043590162368,0.8310348742278211,0.6586250727747467,-0.7607746525695792,-0.41516979531668396,-0.2450948308381163,0.0993851339370801,0.00942738553349567,-0.16153112176950354,yes
12463,0,1,0,0,0,0,0,0,0,0,0,0.07968580069949452,0.045727980314220165,0.20297297961104946,-0.7607746525695792,0.14617137257256946,0.11275070892114054,0.0993851339370801,0.1882523584585216,0.07502235715749081,no
12464,0,1,0,0,0,0,0,0,0,0,0,-0.04338531798730511,-0.2551753447701355,-0.41211864724399694,-0.5164401044236627,0.707512540461823,-0.4976672059937778,0.17763168441871022,0.2509572190945696,-0.04878035832113807,no
12465,0,1,0,0,0,0,0,0,0,0,0,-0.3500933490957743,0.11885387982615295,0.9992358430852412,2.104433855917122,-0.6958403792613107,-0.28254378267338737,0.17763168441871022,0.2509572190945696,-0.35380380798656563,yes
12468,0,0,0,0,1,0,0,0,0,0,0,-0.4613438113110374,-0.4638651147662319,-0.7242630980857045,-0.7607746525695792,-0.13449921137205728,-0.4531445632562889,0.13850840917789514,0.18709115733563175,-0.4630096056893751,no
12472,0,0,0,0,1,0,0,0,0,0,0,2.775516247945876,3.2716479761585737,1.8061121495095231,-0.7607746525695792,1.549524292295703,3.1635919851012235,-2.0328333666873406,-3.220685778009001,2.8325677996669074,no
12473,0,0,0,0,1,0,0,0,0,0,0,0.18482411859288994,0.9780011327927332,0.9512290839811,-0.7607746525695792,-0.13449921137205728,0.561722031479557,-1.2112445866302244,-0.2188647552266348,0.1887219202612847,no
12474,0,0,0,0,1,0,0,0,0,0,0,2.1774932490232466,1.1581704502989636,-0.01679083690195075,-0.7607746525695792,4.35623013174197,2.5718985461039408,-0.5852721827771835,-1.266964888746949,2.1939734997144846,no
12476,0,0,0,0,1,0,0,0,0,0,0,1.5006597579847345,2.574103747489688,0.22031210428748232,-0.7607746525695792,2.3915360441295834,0.859233148837544,-0.27228598085066297,-1.2667326485223709,1.5208522760373295,no
12477,0,0,0,0,1,0,0,0,0,0,0,2.7173303114341003,5.4256469438258925,5.262831110188527,-0.7607746525695792,0.14617137257256946,0.953271627890558,0.07982349631667257,0.14006251185859575,2.6992614480792354,no
12480,0,0,0,0,1,0,0,0,0,0,0,0.8421862888050062,1.2402657135086232,2.6048019320124998,2.8833234220328205,-0.13449921137205728,0.7056924463129325,0.17763168441871022,0.2509572190945696,0.8319272822753899,no
12481,0,0,0,0,1,0,0,0,0,0,0,2.4236381073849773,1.9286861007411775,1.4406670618846853,-0.7607746525695792,1.549524292295703,2.4121163516067843,-0.0962312422669952,0.18755563778478768,2.4061162402538807,no
12484,0,0,0,0,0,0,0,0,1,0,0,1.918267038898892,2.9734866309344503,3.744144925195549,-0.7607746525695792,0.14617137257256946,1.840811786386482,0.07982349631667257,-0.17288119076019953,1.9116117648960167,no
12489,0,0,0,1,0,0,0,0,0,0,0,-0.5538935232104663,-0.6318789652160153,-0.563939017744195,0.034856354807967935,-0.6958403792613107,-0.5609143246489022,0.17763168441871022,0.2509572190945696,-0.5564846178962789,yes
12490,0,0,0,1,0,0,0,0,0,0,0,0.7247660205289895,1.2715088361413955,1.437222132411934,1.2066773952459056,0.14617137257256946,0.7660268687142026,0.17763168441871022,0.2509572190945696,0.7151519400688336,no
12492,0,0,0,0,1,0,0,0,0,0,0,-0.5258961279934036,-0.5287457649801466,-0.3491952150848841,0.31916808065706165,-0.6958403792613107,-0.5155594829817407,0.17763168441871022,0.2509572190945696,-0.5286409972389033,yes
12493,0,0,0,1,0,0,0,0,0,0,0,-0.5371558930048715,-0.7307736824989214,-0.9104199612784792,-0.7607746525695792,-0.13449921137205728,-0.5188882787004314,0.1580700467983027,0.05413362876475216,-0.5354207442272796,no
12494,0,0,0,1,0,0,0,0,0,0,0,0.006402972552230963,0.2355907759178857,-0.6651974955212671,-0.7607746525695792,1.83019487624033,-0.14731145660157516,-0.05710796702618015,-0.31745073055997697,0.013493742139951838,no
12500,0,0,0,0,1,0,0,0,0,0,0,0.6871889136925337,0.3669837474597258,0.5218151908833253,0.330586329148848,0.707512540461823,0.9491106332421944,0.17763168441871022,0.2509572190945696,0.6777812239702763,no
12501,0,0,0,0,1,0,0,0,0,0,0,-0.1222823027115158,1.0349937634791528,0.8709665271455547,-0.7607746525695792,-0.41516979531668396,0.13480398055746687,-1.0156282104261491,-0.6746361959608731,-0.10646685605268456,yes
12502,0,0,0,0,0,0,0,0,1,0,0,0.9692622773562201,0.9660773823441938,1.9060519603297208,1.9476658288387505,0.14617137257256946,0.06489927046496087,0.17763168441871022,0.2509572190945696,0.9583053111044668,no
12506,0,0,0,1,0,0,0,0,0,0,0,-0.6129784586512304,-0.8495284440511761,-1.0171284526205149,-0.5651473182697441,-0.6958403792613107,-0.5942022818358099,0.17763168441871022,0.2509572190945696,-0.6152450317213323,yes
12507,0,0,0,0,0,0,0,0,1,0,0,-0.36855558949167294,-0.2988153059259234,-0.6357632005705434,-0.7607746525695792,0.14617137257256946,-0.23094744903368056,-0.03754632940577261,-0.2919043058564018,-0.3599788255242293,no
12509,0,0,0,1,0,0,0,0,0,0,0,-0.5907000595363612,-0.7674621454175041,-0.8462501224759591,-0.3389116255420436,-0.6958403792613107,-0.5813031984258832,0.17763168441871022,0.2509572190945696,-0.5930889958116063,yes
12510,0,0,0,0,0,0,0,0,1,0,0,-0.4187448912152764,-0.3440483187610706,-0.34610935347580296,-0.18182420689746848,-0.41516979531668396,-0.4593860552288341,0.17763168441871022,0.2509572190945696,-0.4220782842905012,no
12513,0,0,0,1,0,0,0,0,0,0,0,-0.1875055923554591,0.7177737272546912,2.2463058964802083,3.755501941443881,-0.6958403792613107,-0.06533986202881516,0.17763168441871022,0.2509572190945696,-0.1921090579173853,yes
12514,0,0,0,0,0,1,0,0,0,0,0,-0.3655100012832638,0.0620640011716519,0.8809880386252087,1.9478787565495528,-0.6958403792613107,-0.4206888049990539,0.17763168441871022,0.2509572190945696,-0.3691357848360961,yes
12515,0,0,0,0,0,1,0,0,0,0,0,-0.559195782199805,-0.6514107442908292,-0.6046080603185993,-0.018987740061224827,-0.6958403792613107,-0.5505118380279936,0.17763168441871022,0.2509572190945696,-0.5617577544427939,yes
12516,0,0,0,0,1,0,0,0,0,0,0,-0.2630241233786034,0.4395882846038681,1.66706856395608,2.9886161750246747,-0.6958403792613107,-0.22096106187760825,0.17763168441871022,0.2509572190945696,-0.2672128064664367,yes
12517,0,0,0,0,1,0,0,0,0,0,0,0.5168902098703422,1.2807002615883667,3.2421144428973245,4.840475091838232,-0.41516979531668396,0.4714284476100701,0.17763168441871022,0.2509572190945696,0.5084178788838705,no
12518,0,0,0,0,1,0,0,0,0,0,0,-0.4109579354775968,-0.10535124804103864,0.5323962451303158,1.486357943385045,-0.6958403792613107,-0.3890652456714917,0.17763168441871022,0.2509572190945696,-0.414334098091937,yes
12520,0,0,0,0,1,0,0,0,0,0,0,0.716564948666587,1.4752746282194713,0.9250263998034044,-0.7607746525695792,0.4268419565171962,0.7065246452426052,0.00157694583504245,-0.3499643620008908,0.7204850282419282,no
12521,0,0,0,0,1,0,0,0,0,0,0,-0.4892206410740666,-0.39364532771179706,-0.06788927700102934,0.6916052628145571,-0.6958403792613107,-0.4764461332871242,0.17763168441871022,0.2509572190945696,-0.4921669489465745,yes
12523,0,0,0,1,0,0,0,0,0,0,0,0.10126177499521244,-0.3614753386473976,-0.36116244200441977,0.04169665751749957,0.9881831244064496,0.016215633079108494,0.17763168441871022,0.2509572190945696,0.09507226635956287,no
12524,0,0,0,0,1,0,0,0,0,0,0,1.4707149685862198,1.9178147298868815,1.5234403016363425,1.6407837656445874,0.707512540461823,2.267313737843736,0.17763168441871022,0.2509572190945696,1.4570037937304197,no
12527,0,0,0,0,1,0,0,0,0,0,0,-0.446173532007877,-0.5432570175503124,-0.4513000431794954,0.08880691353256187,-0.41516979531668396,-0.3441265034691665,0.17763168441871022,0.2509572190945696,-0.4493562743840639,no
12528,0,0,0,0,1,0,0,0,0,0,0,0.30206615967598743,0.377613746847452,0.03324389000060344,-0.7607746525695792,0.707512540461823,0.032443512207725955,0.06026185869626504,0.1209026933309144,0.29769312464269704,no
12530,0,0,0,0,1,0,0,0,0,0,0,0.11314271419376586,0.17127976236507553,0.2838386364353409,-0.7607746525695792,0.14617137257256946,0.047839192406670734,-0.07666960464658767,-0.19784701490232992,0.11696242983837228,no
12534,0,0,0,0,1,0,0,0,0,0,0,-0.3750766079620017,0.026823767052486885,0.8076108733278408,1.8507304884958933,-0.6958403792613107,-0.3353884147076032,0.17763168441871022,0.2509572190945696,-0.3786498473149784,yes
12535,0,0,0,1,0,0,0,0,0,0,0,-0.3568686034148257,0.09389607018285397,0.9472687273883384,2.035631589364051,-0.6958403792613107,-0.4660436466662156,0.17763168441871022,0.2509572190945696,-0.3605418494955823,yes
