CustomerID,Austria,Belgium,Finland,France,Germany,Italy,Norway,Portugal,Spain,Switzerland,United Kingdom,max_spent,mean_spent,min_spent,total_items,total_items_returned,total_refunded,total_spent,has_returned
12348,0,0,1,0,0,0,0,0,0,0,0,1.2506929608644313,1.431524512796036,0.5135976965836325,2.2573273506876643,0.17763168441871022,0.2509572190945696,0.3755468282370141,False
12350,0,0,0,0,0,0,1,0,0,0,0,-0.6362526161902569,-0.5730458275742517,0.022799323183774242,-0.5222170744191221,0.17763168441871022,0.2509572190945696,-0.5576654042806444,False
12352,0,0,0,0,0,0,1,0,0,0,0,0.0972269964215146,-0.37464201394335217,-0.7607746525695792,-0.28171158374371463,-1.0547514856669642,-1.1463160920787008,-0.12208816466527138,False
12354,0,0,0,0,0,0,0,0,1,0,0,0.12165378883836064,1.0050658096431146,2.112152485433714,-0.3832398531637829,0.17763168441871022,0.2509572190945696,-0.3530478961731749,True
12356,0,0,0,0,0,0,0,1,0,0,0,3.917886285893419,5.490953680931506,3.525167390283232,1.249950546318872,0.17763168441871022,0.2509572190945696,1.091585596767538,False
12358,1,0,0,0,0,0,0,0,0,0,0,-0.5296050474011345,-0.3509844117181624,0.3167992598743834,-0.562994821973084,0.17763168441871022,0.2509572190945696,-0.5288729839678404,False
12360,1,0,0,0,0,0,0,0,0,0,0,1.9610974612721463,3.2169752250331163,2.8982283617889983,0.27669389806666056,0.17763168441871022,0.2509572190945696,0.5018987911414915,True
12361,0,1,0,0,0,0,0,0,0,0,0,-0.7516281772105369,-0.8132806564245391,-0.2952614448275227,-0.5663236176917747,0.17763168441871022,0.2509572190945696,-0.5888141841772592,True
12362,0,1,0,0,0,0,0,0,0,0,0,0.4669115346195497,0.4177569889362768,-0.7607746525695792,0.6149827629786092,-0.017984691785365083,-0.0137966369242999,0.5968282819410573,False
12364,0,1,0,0,0,0,0,0,0,0,0,0.8565043913802476,2.53517068775634,4.137946726009095,0.0852881442419418,0.17763168441871022,0.2509572190945696,-0.15465493086010862,True
12373,1,0,0,0,0,0,0,0,0,0,0,-0.6070949430286464,-0.5123337620405392,0.10317953401173352,-0.5222170744191221,0.17763168441871022,0.2509572190945696,-0.5497934950515417,True
12377,0,0,0,0,0,0,0,0,0,1,0,0.04646174957259148,0.3912306410979543,0.6940539314887866,-0.21180687365120868,0.17763168441871022,0.2509572190945696,-0.23087169438956606,True
12379,0,1,0,0,0,0,0,0,0,0,0,0.16044701094543035,-0.03952347419703309,-0.7607746525695792,-0.3499518959768753,0.1580700467983027,0.2283137971982189,-0.3425746076690245,True
12380,0,1,0,0,0,0,0,0,0,0,0,0.6554226500104258,2.116478572236262,3.5836160468985283,-0.2717251965876424,0.17763168441871022,0.2509572190945696,-0.2089424320238572,True
12383,0,1,0,0,0,0,0,0,0,0,0,-0.3497350305134514,-0.6192298844901843,-0.7607746525695792,0.027866418094526158,0.11894677155748765,0.12032209276946952,-0.20990426464158532,False
12384,0,0,0,0,0,0,0,0,0,1,0,-0.27476505299692616,0.17964306171307806,1.019327625703519,-0.5263780690674856,0.17763168441871022,0.2509572190945696,-0.4600719759869914,True
12395,0,1,0,0,0,0,0,0,0,0,0,0.009947074109938907,-0.11775358407050646,-0.7607746525695792,1.4767247546546802,0.0993851339370801,0.04426341922018903,0.7233079678760732,False
12399,0,1,0,0,0,0,0,0,0,0,0,-0.4851540781176727,-0.6453926970575129,-0.4544781405801232,-0.11568789727401295,0.17763168441871022,0.2509572190945696,-0.3649730566775275,False
12401,0,1,0,0,0,0,0,0,0,0,0,-0.8535834846895458,-1.0255718524629511,-0.5763260230868775,-0.5996115748786823,0.17763168441871022,0.2509572190945696,-0.6163398005545186,True
12402,0,1,0,0,0,0,0,0,0,0,0,-0.731642619778572,-0.7716667572011,-0.2401663996573649,-0.5654914187621021,0.17763168441871022,0.2509572190945696,-0.5834185377851259,True
12405,0,0,1,0,0,0,0,0,0,0,0,0.42191023839230973,1.630259361309649,2.9398823452147456,-0.25050412388098875,0.17763168441871022,0.2509572190945696,-0.2719854772606374,True
12407,0,1,0,0,0,0,0,0,0,0,0,1.0219790140017186,0.9168121779566908,0.4939551152620981,0.9774053968510659,0.17763168441871022,0.2509572190945696,0.4452471106165521,False
12408,0,1,0,0,0,0,0,0,0,0,0,0.9989328663736509,0.15658118825454928,-0.7607746525695792,0.2563050242896797,0.00157694583504245,-0.10878288877668377,0.3936443996865703,False
12410,0,0,0,0,0,0,0,0,0,1,0,-0.471222117067274,-0.8074975976435683,-0.7607746525695792,-0.5176399803059224,0.13850840917789514,0.10871008154057174,-0.4953860906346346,False
12413,0,0,0,1,0,0,0,0,0,0,0,0.362687335354786,-0.17241990727259507,-0.7607746525695792,-0.3803271569099285,0.1580700467983027,0.13541770736703665,-0.2483541100185699,False
12414,1,0,0,0,0,0,0,0,0,0,0,-0.7246911215413671,-0.8684240987288349,-0.457991447808365,-0.4801910284706513,0.17763168441871022,0.2509572190945696,-0.5190852292806615,True
12418,0,0,0,0,0,0,0,0,0,1,0,-0.2749871147461701,0.17918068505504006,1.018715458534962,-0.4344200873386533,0.17763168441871022,0.2509572190945696,-0.4601319276135706,True
12421,0,0,0,0,0,0,0,0,1,0,0,-0.3244489556756174,-0.14513968444834038,0.02420996926784101,-0.0536890770133975,0.17763168441871022,0.2509572190945696,-0.237742672114041,False
12423,0,1,0,0,0,0,0,0,0,0,0,-0.08409124926558645,0.06740615380754199,0.273628166509168,0.5638025288037387,0.17763168441871022,0.2509572190945696,0.3242699413645283,True
12426,0,0,0,0,1,0,0,0,0,0,0,-0.4273890587382304,-0.13815042568987884,0.5985824691576971,-0.4980833054586142,0.17763168441871022,0.2509572190945696,-0.5012769895941618,True
12427,0,0,0,0,1,0,0,0,0,0,0,-0.09094619891616368,-0.3012487659796176,-0.7607746525695792,-0.49309011188057794,0.00157694583504245,-0.4103468203911593,-0.4104450621416652,True
12428,0,0,1,0,0,0,0,0,0,0,0,6.395815416555836,2.5434311472688567,-0.7607746525695792,3.7020246925994544,-0.4483407194343308,-0.2049303417519576,4.173792556535779,False
12437,0,0,0,1,0,0,0,0,0,0,0,0.28316026454942705,0.09634088093425486,-0.7607746525695792,1.150918873687822,0.07982349631667257,-0.3848003956875841,1.0009022450852598,False
12441,0,0,0,1,0,0,0,0,0,0,0,-0.7703103287230257,-0.8521806056986229,-0.3467633348778873,-0.5538406337466845,0.17763168441871022,0.2509572190945696,-0.5938579405872967,True
12444,0,0,0,0,0,0,1,0,0,0,0,3.9908770173840735,5.5252801219576035,3.414844220123664,0.1551928543344478,0.17763168441871022,0.2509572190945696,1.1004871100183282,False
