CustomerID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,has_returned
12348,2.137927302577221,-1.3470247818980248,0.35881702470714244,0.35251806614310965,0.7048702831791411,1.0313184691340087,1.0838227780173262,0.003324572183695847,1.121441655203964e-14,False
12350,-1.4613825565694722,-0.016270625650201716,-0.015687250606296967,0.004290406565330396,0.08896813058259462,0.18643692844566173,-0.15303121152651575,0.044725662817811186,-5.324496827503339e-17,True
12352,0.14334946034036633,1.7367923024050498,0.46714587673648517,0.20298274331308208,-0.18326033385680382,-0.3100173342987531,0.15309278999118683,0.06423782857788433,-1.4426539533152157e-16,False
12354,-0.40848686289431,-1.841627116235845,1.6063528140214713,-0.5197700546979719,-0.180821676877805,-0.12236332149897455,-0.013630040319217284,0.039793066082451395,8.289842988932671e-17,True
12356,4.642062833823504,-4.962014802616091,3.6400292046618676,1.1578722735828062,-0.1263197981066856,-0.7412727191474066,0.8376754205427023,-0.37054964333753,-7.421762163752362e-18,False
12358,-1.3384168213985115,-0.2713531612848153,0.2203340061788764,-0.059218210172841235,0.030545068043115995,0.1025913703692367,-0.16133800986242353,0.04132447923605693,-2.963393043224379e-17,True
12360,2.1848156632023046,-3.391378092792826,2.58257268523689,0.1769512161949676,-0.24945581798514319,-0.5751358823682806,0.22765967950437307,-0.17223865814024733,-1.6844267992598586e-16,False
12361,-1.6312463653108698,0.262275222809625,-0.2596504261727943,0.08796052684405346,0.12225532120834927,0.21808032531479737,-0.18487346697489676,0.04444680322573373,3.7962821085131285e-16,True
12362,1.3679031185038812,0.28363003311265905,-0.6458686784869431,0.2901753642033003,0.08864293458640857,-0.1065392177280599,0.15409440686069636,-0.2658389112756087,-2.846492766846214e-17,False
12364,0.7517399039829964,-3.621245016055759,3.136017398432479,-1.0845033409893035,-0.32921526853081046,-0.19830603283785117,0.2760030290574579,0.04998676484742189,1.4250503939455728e-17,True
12373,-1.4231086015938406,-0.08633771883028983,0.04740411589906548,-0.014964012432960565,0.07677583325857014,0.1709774105903194,-0.15014268421488267,0.044296001880511755,1.9574273582950005e-17,True
12377,-0.3551940534063404,-0.8085434549072676,0.5191271467253972,-0.030217797828829076,-0.008924509046751565,-0.046418874237591556,0.02051004449726146,-0.0179201119091197,2.3235264565988064e-18,False
12379,-0.5964074958327411,0.12046956251495136,-0.28271412586501005,0.8380522813370842,0.12094848973503018,-0.13224787458967394,0.1298463066841641,-0.09522627901551695,3.035635718598867e-17,True
12380,0.338727362164238,-3.127566374688223,2.746944724288833,-0.8911619859200547,-0.366201196733373,-0.3307110315376021,0.09085711118143758,0.0369310974327135,9.583602431355291e-18,True
12383,-0.297524290705266,0.7223111538973069,-0.9331992223088061,-0.19725599746722833,-0.053254132215358074,-0.20061349143110682,0.3724859262594406,-0.011435987804415222,5.702142011070644e-18,False
12384,-0.9886115447321868,-0.8848181353391447,0.7670359121074355,-0.23371397872651423,-0.06359914921518708,-0.008011033095747157,-0.1191458744242692,0.039212164229794816,1.0794943943198012e-16,True
12395,1.8553347524973953,0.6824362119849001,-1.487332486248304,-0.7765931213529226,0.08360043140063327,0.11529260066580799,0.6484445921256318,-0.15653709604977598,3.743101247948485e-17,False
12399,-0.7842634945867103,0.3917606617581414,-0.6456307533820413,-0.14482933600703657,0.06046072964424376,0.0006852468396208255,0.2009301344529282,0.033321527064034344,2.946967914038363e-17,False
12401,-1.7789769959391957,0.5082543472935492,-0.4759696466188222,0.16093348369430086,0.1535995638237256,0.24985125971574415,-0.21037939830676175,0.044455602842347015,-4.270326899042658e-17,True
12402,-1.6046647675299264,0.21422469493486718,-0.21651297284420612,0.07462180533640904,0.11418055985581406,0.20804105551544536,-0.18250844110059808,0.0441896403039329,-5.559215362598143e-17,True
12405,0.04106652000540214,-2.56704879934743,2.238934694338953,-0.740560349690631,-0.26136147965754053,-0.19269434888976308,0.07754512670305835,0.04132424822671942,6.157899916027598e-17,True
12407,1.5045956132133878,-1.0065989679586267,0.19705326410721657,0.1973241614006646,0.22260030333854047,0.18121064195256578,0.37763547262885705,0.15548025916868236,-2.5065562545456474e-17,False
12408,1.177830297525143,0.35153372394178584,-0.531058209968003,0.6143970752095882,-0.11852877584475421,-0.4196178075772955,0.2607697649462398,0.24588547624834473,6.590526216434011e-17,False
12410,-1.1873866502240156,0.6598617728838779,-0.5915017002853823,0.2311863676771735,-0.02936347679244514,-0.08028470461382994,0.04695267626060046,0.053669104720775164,1.8239417704897987e-17,False
12413,-0.37447633995937746,0.24238334925596003,-0.37517161520114345,0.7833017655773522,-0.025494473549424686,-0.2880673959300932,0.13853589217736056,0.11186829733484106,-8.66675143097536e-18,False
12414,-1.3416323784985025,0.4758441476861786,-0.5724150675114842,-0.10899178068535015,0.02503535964581901,-0.01233621590350251,-0.0008007732742178782,0.03973977584689202,3.503788241942852e-17,False
12418,-0.9505083648776739,-0.8869815642781084,0.7546997304029531,-0.24916509564957304,-0.032322016666997605,0.053672298299492306,-0.07660976390920385,0.043341481469296325,-8.307188560745364e-17,True
12421,-0.5180988484119641,-0.13956232716845995,-0.16245730560486338,-0.11712587774592224,0.07876887450200415,0.08448914681905889,0.08156273403906943,-0.07352943742209585,3.137105440071165e-17,False
12423,0.701693201848632,-0.24936610738226653,-0.4448982289191577,-0.6603519777504713,0.025594341624800582,0.02012137919952363,0.15727422023415333,-0.01756924826944811,4.4080868455625765e-18,False
12426,-1.1771404093988673,-0.5188862065891455,0.43314022052346335,-0.13772724355473653,0.009815826309651858,0.09185409999031689,-0.12117088606760126,0.04273074967829529,3.764489424209136e-18,True
12427,-0.7881716526797281,0.6738943901303017,-0.005014218594605829,0.6878066715799264,-0.22184958789057221,0.03941327171739903,0.052228096458333685,-0.07917258915264354,6.0061321509966e-18,True
12428,9.387768603108311,-1.1651799064601778,-0.6163860243619808,2.5450260697739666,0.7204352212225787,-0.18874749746981978,-0.21397355088270958,1.817070911346424,9.313236594402641e-17,False
