CustomerID,balance,max_spent,mean_spent,min_spent,n_orders,time_between_orders,total_items,total_items_returned,total_refunded,total_spent
12348,0.38328533988440666,1.2506929608644313,1.431524512796036,0.5135976965836325,-0.13449921137205728,-0.8667148147811595,2.257327350687664,0.17763168441871022,0.2509572190945696,0.3755468282370141
12350,-0.5550808308338822,-0.6362526161902569,-0.5730458275742517,0.022799323183774242,-0.6958403792613107,1.1351113554976644,-0.5222170744191221,0.17763168441871022,0.2509572190945696,-0.5576654042806444
12352,-0.1486363383703404,0.0972269964215146,-0.37464201394335217,-0.7607746525695792,0.4268419565171962,-1.1450148567039804,-0.28171158374371463,-1.0547514856669642,-1.1463160920787008,-0.12208816466527138
12354,-0.34933326253773755,0.12165378883836066,1.0050658096431146,2.112152485433714,-0.6958403792613107,1.1351113554976644,-0.3832398531637829,0.17763168441871022,0.2509572190945696,-0.35304789617317495
12356,1.1032786424787475,3.917886285893419,5.490953680931506,3.5251673902832317,-0.415169795316684,-0.7023136317147827,1.249950546318872,0.17763168441871022,0.2509572190945696,1.0915855967675379
12358,-0.5261293959370769,-0.5296050474011345,-0.35098441171816236,0.3167992598743834,-0.6958403792613107,1.1351113554976644,-0.562994821973084,0.17763168441871022,0.2509572190945696,-0.5288729839678404
12360,0.5103351185543088,1.9610974612721475,3.2169752250331163,2.898228361788998,-0.415169795316684,-0.6507367899684683,0.27669389806666056,0.17763168441871022,0.2509572190945696,0.5018987911414915
12361,-0.586401639001257,-0.7516281772105369,-0.813280656424539,-0.2952614448275227,-0.6958403792613107,1.1351113554976644,-0.5663236176917747,0.17763168441871022,0.2509572190945696,-0.5888141841772592
12362,0.5998130323640166,0.4669115346195499,0.41775698893627683,-0.7607746525695792,0.707512540461823,-0.8441499465171469,0.6149827629786092,-0.01798469178536508,-0.0137966369242999,0.5968282819410573
12364,-0.14984461389880568,0.8565043913802476,2.5351706877563394,4.137946726009095,-0.6958403792613107,1.1351113554976644,0.0852881442419418,0.17763168441871022,0.2509572190945696,-0.15465493086010862
12373,-0.5471654466777757,-0.6070949430286464,-0.5123337620405392,0.10317953401173353,-0.6958403792613107,1.1351113554976644,-0.5222170744191221,0.17763168441871022,0.2509572190945696,-0.5497934950515417
12377,-0.22648230685395573,0.046461749572591145,0.39123064109795375,0.6940539314887866,-0.415169795316684,-0.9666449456646434,-0.21180687365120868,0.17763168441871022,0.2509572190945696,-0.23087169438956615
12379,-0.33931322491230886,0.16044701094543015,-0.03952347419703332,-0.7607746525695792,-0.415169795316684,1.1351113554976644,-0.34995189597687526,0.1580700467983027,0.22831379719821893,-0.3425746076690246
12380,-0.20443193370649743,0.6554226500104258,2.116478572236262,3.5836160468985283,-0.6958403792613107,1.1351113554976644,-0.2717251965876424,0.17763168441871022,0.2509572190945696,-0.2089424320238572
12383,-0.2083476899744521,-0.3497350305134513,-0.6192298844901843,-0.7607746525695792,0.707512540461823,-0.9521389589234925,0.027866418094526158,0.11894677155748763,0.12032209276946952,-0.20990426464158535
